,mol_name,mol_smiles,mol_act,mol_fp
91,CHEMBL371929,O=C(O)COc1ccc(S(=O)(=O)N(Cc2ccc(-c3csnn3)cc2)Cc2ccc(C(F)(F)P(=O)(O)O)c(Br)c2)cc1,0.035,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9688BC0>
92,CHEMBL248291,Cc1cc(C[C@H](NS(=O)(=O)c2ccccc2)c2nc3ccccc3[nH]2)ccc1[C@@H]1CC(=O)NS1(=O)=O,0.035,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9688C10>
93,CHEMBL1086226,O=C(O)[C@H](Cc1ccccc1)Oc1c(Br)cc(-c2ccc(-c3c(Cc4ccccc4)oc4ccccc34)cc2)cc1Br,0.038,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9688C60>
94,CHEMBL1241315,CCc1cc(C[C@H]2NC(=O)CN(CCCCOc3cccc(O)c3C(=O)OC)C2=O)ccc1N(C(=O)C(=O)O)c1ccccc1C(=O)O,0.038,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9688CB0>
95,CHEMBL267759,O=P(O)(O)C(F)(F)c1ccc(CC(Cc2ccc(-c3ccccc3)cc2)(c2ccccc2)n2nnc3ccccc32)cc1,0.038,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9688D00>
96,CHEMBL1938831,NS(=O)(=O)C(F)(F)c1cc2nc(CN(Cc3ccc(-c4csnn4)cc3)S(=O)(=O)c3ccc(OCC(=O)O)cc3)ccc2cc1F,0.038,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9688D50>
97,CHEMBL1086226,O=C(O)[C@H](Cc1ccccc1)Oc1c(Br)cc(-c2ccc(-c3c(Cc4ccccc4)oc4ccccc34)cc2)cc1Br,0.03802,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9688DA0>
98,CHEMBL23998,O=C(O)c1ccc(S(=O)(=O)Oc2ccc(-c3ccc(-c4c(Cc5ccccc5)oc5ccccc45)cc3)cc2)cc1O,0.039,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9688DF0>
99,CHEMBL1938826,NS(=O)(=O)C(F)(F)c1cc2cc(CN(Cc3ccc(-c4csnn4)cc3)S(=O)(=O)c3ccc(OCC(=O)O)cc3)ccc2cc1Br,0.039,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9688E40>
100,CHEMBL3817887,COC(=O)c1ccc(C(C/C=C/c2ccccc2)(Cc2ccc(C(F)(F)P(=O)(O)O)cc2)n2nnc3ccccc32)cc1,0.039,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9688E90>
101,CHEMBL266753,COC(CC(C)C)c1ccc2cc(-c3ccc(CC(Cc4ccc(C(F)(F)P(=O)(O)O)cc4)(c4ccccc4)n4nnc5ccccc54)cc3)cc(P(=O)(O)O)c2n1,0.039,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9688EE0>
102,CHEMBL24481,O=C(O)c1ccc(S(=O)(=O)Oc2ccc(-c3ccc(-c4c(C(=O)c5ccccc5)oc5ccccc45)cc3)cc2C2CCCC2)cc1O,0.04,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9688F30>
103,CHEMBL1765347,CCCCCNC(=O)[C@H](Cc1ccc([C@@H]2CC(=O)NS2(=O)=O)cc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)Cc1ccc(OC)cc1,0.04,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9688F80>
104,CHEMBL9046,O=C(OCc1ccccc1)C(Cc1ccc(C(F)(F)C(=O)O)cc1)(Cc1ccc(C(F)(F)P(=O)(O)O)cc1)C(=O)OCc1ccccc1,0.04,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9689030>
105,CHEMBL1938827,NS(=O)(=O)C(F)(F)c1cc2nc(CN(Cc3ccc(-c4csnn4)cc3)S(=O)(=O)c3ccc(OCC(=O)O)cc3)ccc2cc1Br,0.040999999999999995,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9689080>
106,CHEMBL1086227,COc1ccc(-c2cc(-c3ccc(-c4c(Cc5ccccc5)oc5ccccc45)cc3)ccc2O[C@@H](Cc2ccccc2)C(=O)O)cc1,0.042660000000000003,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96890D0>
107,CHEMBL253500,O=C1CC(c2ccc(CC(NS(=O)(=O)c3cccc(F)c3)c3ncc(CCCc4ccccc4)[nH]3)cc2)S(=O)(=O)N1,0.043,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9689120>
108,CHEMBL1086227,COc1ccc(-c2cc(-c3ccc(-c4c(Cc5ccccc5)oc5ccccc45)cc3)ccc2O[C@@H](Cc2ccccc2)C(=O)O)cc1,0.043,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9689170>
109,CHEMBL424880,O=C1CC(c2ccc(CC(NS(=O)(=O)c3cccc(F)c3)c3nc4ccccc4[nH]3)cc2)S(=O)(=O)N1,0.043,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96891C0>
110,CHEMBL25486,O=C(O)C(CCN1C(=O)c2ccccc2C1=O)Oc1c(Br)cc(-c2ccc(-c3c(Cc4ccccc4)sc4ccccc34)cc2)cc1Br,0.044000000000000004,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9689210>
111,CHEMBL212260,N#Cc1ccccc1S(=O)(=O)NC(Cc1ccc(C2CC(=O)NS2(=O)=O)cc1)c1nc2ccccc2[nH]1,0.045,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9689260>
112,CHEMBL261108,O=C(NCc1ccccc1)c1ccc2cc(Br)c(C(F)(F)P(=O)(O)O)cc2n1,0.045,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96892B0>
113,CHEMBL9321,O=P(O)(O)C(F)(F)c1ccc(CC(CCCc2ccccc2)(c2ccccc2)n2nnc3ccccc32)cc1,0.046,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9689300>
114,CHEMBL24607,COc1ccc(-c2cc(-c3ccc(-c4c(Cc5ccccc5)sc5ccccc45)cc3)cc(Br)c2OCC(=O)O)c(OC)c1,0.04677,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9689350>
115,CHEMBL24607,COc1ccc(-c2cc(-c3ccc(-c4c(Cc5ccccc5)sc5ccccc45)cc3)cc(Br)c2OCC(=O)O)c(OC)c1,0.047,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96893A0>
116,CHEMBL1938818,NS(=O)(=O)C(F)(F)c1ccc(CN(Cc2ccc(-c3csnn3)cc2)S(=O)(=O)c2ccc(OCC(=O)O)cc2)cc1Br,0.047,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96893F0>
117,CHEMBL377735,COc1cccc(S(=O)(=O)NC(Cc2ccc(C3CC(=O)NS3(=O)=O)cc2)c2nc3ccccc3[nH]2)c1,0.048,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9689440>
118,CHEMBL416145,O=P(O)(O)C(F)(F)c1ccc(CC(C/C=C/c2ccccc2)(c2ccccc2)n2nnc3ccccc32)cc1,0.049,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9689490>
119,CHEMBL208604,O=C1C[C@@H](c2ccc(C[C@H](NS(=O)(=O)c3ccccc3)c3nc4ccccc4[nH]3)cc2Cl)S(=O)(=O)[N-]1.[Na+],0.05,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96894E0>
120,CHEMBL371929,O=C(O)COc1ccc(S(=O)(=O)N(Cc2ccc(-c3csnn3)cc2)Cc2ccc(C(F)(F)P(=O)(O)O)c(Br)c2)cc1,0.05,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9689530>
121,CHEMBL3822604,COC(=O)CN(c1ccc(CN(c2ccc(OCc3ccc(C)cc3)c(C(=O)OC)c2)S(=O)(=O)Cc2ccccc2)cc1)S(C)(=O)=O,0.05,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9689580>
122,CHEMBL206950,O=C1CC(c2ccc(CC(NS(=O)(=O)c3cc(Cl)cc(Cl)c3)c3nc4ccccc4[nH]3)cc2)S(=O)(=O)N1,0.051,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96895D0>
123,CHEMBL207489,O=C1CC(c2ccc(CC(NS(=O)(=O)c3ccc(C(F)(F)F)cc3)c3nc4ccccc4[nH]3)cc2)S(=O)(=O)N1,0.051,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9689620>
124,CHEMBL564124,O=C(CCCC[C@@H]1CCSS1)Nc1ccc2c(c1)CO[C@H](C(=O)O)C2,0.051629999999999995,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9689670>
125,CHEMBL564124,O=C(CCCC[C@@H]1CCSS1)Nc1ccc2c(c1)CO[C@H](C(=O)O)C2,0.051629999999999995,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96896C0>
126,CHEMBL284765,CCOc1ccc(-c2cc(-c3ccc(-c4c(Cc5ccccc5)sc5ccccc45)cc3)ccc2OCC(=O)O)cc1,0.052000000000000005,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9689710>
127,CHEMBL26399,CCCCC(Oc1c(Br)cc(-c2ccc(-c3c(Cc4ccccc4)oc4ccccc34)cc2)cc1Br)C(=O)O,0.052000000000000005,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9689760>
128,CHEMBL253269,O=C1CC(c2ccc(CC(NS(=O)(=O)c3cccc(C(F)(F)F)c3)c3ncc(CCCc4ccccc4)[nH]3)cc2)S(=O)(=O)N1,0.052000000000000005,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96897B0>
129,CHEMBL1082298,O=C(O)[C@@H](Cc1ccccc1)Oc1ccc(-c2ccc(-c3c(Cc4ccccc4)sc4ccccc34)cc2)cc1-c1ccc(Cl)cc1,0.052000000000000005,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9689800>
130,CHEMBL1082297,COc1ccc(-c2cc(-c3ccc(-c4c(Cc5ccccc5)sc5ccccc45)cc3)ccc2O[C@H](Cc2ccccc2)C(=O)O)cc1,0.05248,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9689850>
131,CHEMBL1082298,O=C(O)[C@@H](Cc1ccccc1)Oc1ccc(-c2ccc(-c3c(Cc4ccccc4)sc4ccccc34)cc2)cc1-c1ccc(Cl)cc1,0.05248,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96898A0>
132,CHEMBL284765,CCOc1ccc(-c2cc(-c3ccc(-c4c(Cc5ccccc5)sc5ccccc45)cc3)ccc2OCC(=O)O)cc1,0.05248,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96898F0>
133,CHEMBL264833,N#Cc1ccc2[nH]c(C(Cc3ccc(C4CC(=O)NS4(=O)=O)cc3)NS(=O)(=O)c3ccc(-c4ccccc4)cc3)nc2c1,0.053,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9689940>
134,CHEMBL1082297,COc1ccc(-c2cc(-c3ccc(-c4c(Cc5ccccc5)sc5ccccc45)cc3)ccc2O[C@H](Cc2ccccc2)C(=O)O)cc1,0.053,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9689990>
135,CHEMBL1084870,CC(C)C[C@@H](Oc1c(Br)cc(-c2ccc(-c3c(Cc4ccccc4)oc4ccccc34)cc2)cc1Br)C(=O)O,0.0537,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96899E0>
136,CHEMBL25594,COC(=O)C(CCNC(=O)c1ccccc1C(=O)O)Oc1c(Br)cc(-c2ccc(-c3c(Cc4ccccc4)sc4ccccc34)cc2)cc1Br,0.054000000000000006,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9689A30>
137,CHEMBL1084870,CC(C)C[C@@H](Oc1c(Br)cc(-c2ccc(-c3c(Cc4ccccc4)oc4ccccc34)cc2)cc1Br)C(=O)O,0.054000000000000006,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9689A80>
138,CHEMBL1086230,O=C(O)[C@H](Cc1ccccc1)Oc1ccc(-c2ccc(-c3c(Cc4ccccc4)oc4ccccc34)cc2)cc1C1CCCC1,0.05495,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9689AD0>
139,CHEMBL1086230,O=C(O)[C@H](Cc1ccccc1)Oc1ccc(-c2ccc(-c3c(Cc4ccccc4)oc4ccccc34)cc2)cc1C1CCCC1,0.055,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9689B20>
140,CHEMBL366281,O=C(O)[C@H](Cc1ccccc1)Oc1ccc(-c2ccc(-c3c(Cc4ccccc4)oc4ccccc34)cc2)cc1Br,0.055999999999999994,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9689B70>
141,CHEMBL366281,O=C(O)[C@H](Cc1ccccc1)Oc1ccc(-c2ccc(-c3c(Cc4ccccc4)oc4ccccc34)cc2)cc1Br,0.056229999999999995,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9689BC0>
142,CHEMBL187610,O=C(O)[C@@H](Cc1ccccc1)Oc1ccc(-c2ccc(-c3c(Cc4ccccc4)sc4ccccc34)cc2)cc1Br,0.05754,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9689C10>
143,CHEMBL187610,O=C(O)[C@@H](Cc1ccccc1)Oc1ccc(-c2ccc(-c3c(Cc4ccccc4)sc4ccccc34)cc2)cc1Br,0.057999999999999996,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9689C60>
144,CHEMBL266753,COC(CC(C)C)c1ccc2cc(-c3ccc(CC(Cc4ccc(C(F)(F)P(=O)(O)O)cc4)(c4ccccc4)n4nnc5ccccc54)cc3)cc(P(=O)(O)O)c2n1,0.057999999999999996,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9689CB0>
145,CHEMBL266056,O=C(c1ccccc1)C(Cc1ccc(C(F)(F)P(=O)(O)O)cc1)(Cc1ccc(C(F)(F)P(=O)(O)O)cc1)c1ccccc1,0.06,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9689D00>
146,CHEMBL198939,COc1cc(CN(Cc2ccc(-c3csnn3)cc2)S(=O)(=O)c2ccc(OCC(=O)O)cc2)ccc1C(F)(F)P(=O)(O)O,0.06,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9689D50>
147,CHEMBL212147,O=C1CC(c2ccc(CC(NS(=O)(=O)c3cccc(Cl)c3)c3nc4ccccc4[nH]3)cc2)S(=O)(=O)N1,0.06,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9689DA0>
148,CHEMBL261418,O=C(Nc1ccccc1)c1ccc2cc(Br)c(C(F)(F)P(=O)(O)O)cc2n1,0.06,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9689DF0>
149,CHEMBL267954,O=C(OCc1ccccc1)C(Cc1ccc(C(F)(F)P(=O)(O)O)cc1)(Cc1ccc(C(F)(F)P(=O)(O)O)cc1)C(=O)OCc1ccccc1,0.06,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9689E40>
150,CHEMBL280487,C=C1[C@@H]([C@@H](O)C[C@H](C)[C@H]2O[C@@]3(CCCCO3)CC[C@H]2C)O[C@@H]2CC[C@@]3(CC[C@H](/C=C/[C@@H](C)[C@@H]4CC(C)=C[C@@]5(O[C@H](C[C@@](C)(O)C(=O)O)CC[C@H]5O)O4)O3)O[C@H]2[C@@H]1O,0.06,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9689E90>
151,CHEMBL290496,O=C(O)[C@@H](Cc1ccccc1)Oc1c(Br)cc(-c2c3ccccc3c(Br)c3sc4ccccc4c23)cc1Br,0.061,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9689EE0>
152,CHEMBL290496,O=C(O)[C@@H](Cc1ccccc1)Oc1c(Br)cc(-c2c3ccccc3c(Br)c3sc4ccccc4c23)cc1Br,0.061,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9689F30>
153,CHEMBL273474,O=P(O)(O)C(F)(F)c1ccc(CC(Cc2ccc(C(F)(F)P(=O)(O)O)cc2)(c2ccc3ccccc3n2)n2nnc3ccccc32)cc1,0.062,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9689F80>
154,CHEMBL383437,N#Cc1ccc(S(=O)(=O)NC(Cc2ccc(C3CC(=O)NS3(=O)=O)cc2)c2nc3ccccc3[nH]2)cc1,0.063,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC968A030>
155,CHEMBL428589,O=C1CC(c2ccc(CC(NS(=O)(=O)c3cccc(F)c3)C3=NC[C@@H](Cc4ccccc4F)N3)cc2)S(=O)(=O)N1,0.064,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC968A080>
156,CHEMBL3747361,O=C1C[C@@H](c2ccc(C[C@H](NS(=O)(=O)c3cccc(F)c3)c3nc(Cc4ccccc4F)c[nH]3)cc2)S(=O)(=O)N1,0.064,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC968A0D0>
157,CHEMBL4175748,CCOc1cc(NS(C)(=O)=O)c(OCC)cc1CNC(=O)Nc1ccc(OCC)c(C(=O)Nc2ccc(OC)c(OC)c2)c1,0.0662,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC968A120>
158,CHEMBL436933,O=C1CC(c2ccc(CC(NS(=O)(=O)c3cccc(C(F)(F)F)c3)c3nc4ccccc4[nH]3)cc2)S(=O)(=O)N1,0.067,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC968A170>
159,CHEMBL436933,O=C1CC(c2ccc(CC(NS(=O)(=O)c3cccc(C(F)(F)F)c3)c3nc4ccccc4[nH]3)cc2)S(=O)(=O)N1,0.067,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC968A1C0>
160,CHEMBL4172149,CCCOc1ccc(NC(=O)NCc2cc(OCC)c(NS(C)(=O)=O)cc2OCC)cc1C(=O)OC,0.0682,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC968A210>
161,CHEMBL9252,NS(=O)(=O)c1ccccc1-c1ccc(CC(Cc2ccc(C(F)(F)P(=O)(O)O)cc2)(c2ccccc2)n2nnc3ccccc32)cc1,0.069,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC968A260>
162,CHEMBL590155,CCc1csc([C@H](Cc2ccc(NS(=O)(=O)O)cc2)NC(=O)[C@H](CC(C)C)C(=O)OC)n1,0.07,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC968A2B0>
163,CHEMBL429385,COc1cccc(-c2cc(-c3ccc(-c4c(Cc5ccccc5)sc5ccccc45)cc3)ccc2OCC(=O)O)c1OC,0.07078999999999999,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC968A300>
164,CHEMBL429385,COc1cccc(-c2cc(-c3ccc(-c4c(Cc5ccccc5)sc5ccccc45)cc3)ccc2OCC(=O)O)c1OC,0.071,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC968A350>
165,CHEMBL210324,O=C1CC(c2ccc(CC(NS(=O)(=O)c3cc(F)cc(F)c3)c3nc4ccccc4[nH]3)cc2)S(=O)(=O)N1,0.07200000000000001,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC968A3A0>
166,CHEMBL198882,O=C(O)COc1ccc(S(=O)(=O)N(Cc2ccc(-c3csnn3)cc2)Cc2ccc(C(F)(F)P(=O)(O)O)cc2)cc1,0.07400000000000001,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC968A3F0>
167,CHEMBL39626,Cc1oc2cc3sc4ccccc4c3c(-c3cc(I)c(O[C@H](Cc4ccccc4)C(=O)O)c(I)c3)c2c1C,0.07400000000000001,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC968A440>
168,CHEMBL1086229,Cc1cc(-c2ccc(-c3c(Cc4ccccc4)oc4ccccc34)cc2)cc(C)c1O[C@H](Cc1ccccc1)C(=O)O,0.07400000000000001,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC968A490>
169,CHEMBL198882,O=C(O)COc1ccc(S(=O)(=O)N(Cc2ccc(-c3csnn3)cc2)Cc2ccc(C(F)(F)P(=O)(O)O)cc2)cc1,0.07400000000000001,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC968A4E0>
170,CHEMBL276648,O=P(O)(O)C(F)(F)c1ccc(C(c2ccc(-c3ccccc3-c3nn[nH]n3)cc2)C(c2ccccc2)n2nnc3ccccc32)cc1,0.07400000000000001,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC968A530>
171,CHEMBL1086229,Cc1cc(-c2ccc(-c3c(Cc4ccccc4)oc4ccccc34)cc2)cc(C)c1O[C@H](Cc1ccccc1)C(=O)O,0.07413,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC968A580>
172,CHEMBL276983,O=C(O)c1ccc(S(=O)(=O)Oc2ccc(-c3ccc(-c4c(Cc5ccccc5)oc5ccccc45)cc3)cc2)cc1,0.075,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC968A5D0>
173,CHEMBL377441,Cc1cc(C[C@H](NS(=O)(=O)c2cccc(Cl)c2)c2nc3ccccc3[nH]2)ccc1[C@@H]1CC(=O)[N-]S1(=O)=O.[Na+],0.076,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC968A620>
174,CHEMBL3350938,CC1(C)Oc2ccc(Cc3sc4ccccc4c3-c3ccc(-c4ccc(O[C@H](Cc5ccccc5)C(=O)O)cc4)cc3)cc2O1,0.077,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC968A670>
175,CHEMBL209107,O=C1CC(c2ccc(CC(NS(=O)(=O)c3cccc(Br)c3)c3nc4ccccc4[nH]3)cc2)S(=O)(=O)N1,0.077,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC968A6C0>
176,CHEMBL1083272,COc1ccc(Cc2sc3ccccc3c2-c2ccc(-c3ccc(O[C@H](Cc4ccccc4)C(=O)O)cc3)cc2)cc1,0.077,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC968A710>
177,CHEMBL1083272,COc1ccc(Cc2sc3ccccc3c2-c2ccc(-c3ccc(O[C@H](Cc4ccccc4)C(=O)O)cc3)cc2)cc1,0.07762000000000001,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC968A760>
178,CHEMBL210965,O=C1CC(c2ccc(CC(NS(=O)(=O)c3ccc(Cl)c(Cl)c3)c3nc4ccccc4[nH]3)cc2)S(=O)(=O)N1,0.079,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC968A7B0>
179,CHEMBL24843,COc1ccc(-c2cc(-c3ccc(-c4c(Cc5ccccc5)sc5ccccc45)cc3)ccc2OCC(=O)O)cc1,0.07943,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC968A800>
180,CHEMBL380164,O=C1CC(c2ccc(CC(NS(=O)(=O)c3ccc(F)cc3)c3nc4ccccc4[nH]3)cc2)S(=O)(=O)N1,0.08,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC968A850>
181,CHEMBL324232,O=C(O)[C@@H](Cc1ccccc1)Oc1c(Br)cc(-c2c3ccccc3c(Br)c3oc4ccccc4c23)cc1Br,0.08,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC968A8A0>
182,CHEMBL24843,COc1ccc(-c2cc(-c3ccc(-c4c(Cc5ccccc5)sc5ccccc45)cc3)ccc2OCC(=O)O)cc1,0.08,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC968A8F0>
183,CHEMBL562469,O=C(CCCC[C@@H]1CCSS1)Nc1ccc2c(c1)C[C@@H](C(=O)O)OC2,0.08,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC968A940>
184,CHEMBL211033,O=C1CC(c2ccc(CC(NS(=O)(=O)c3ccc(-c4ccccc4)cc3)c3nc4ccccc4[nH]3)cc2)S(=O)(=O)N1,0.08,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC968A990>
185,CHEMBL208985,Cc1ccc(S(=O)(=O)NC(Cc2ccc(C3CC(=O)NS3(=O)=O)cc2)c2nc3ccccc3[nH]2)cc1,0.08,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC968A9E0>
186,CHEMBL601290,O=C1CN(c2cc(-c3ccc[nH]3)ccc2O)S(=O)(=O)N1,0.08,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC968AA30>
187,CHEMBL601290,O=C1CN(c2cc(-c3ccc[nH]3)ccc2O)S(=O)(=O)N1,0.08,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC968AA80>
188,CHEMBL284763,O=C(O)CNc1cc(-c2ccc(-c3c(Cc4ccccc4)oc4ccccc34)cc2)ccc1OCCc1ccccc1,0.08127999999999999,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC968AAD0>
189,CHEMBL1242362,O=C(O)c1cccc2c1oc1ccc(-c3csc(-c4ccc(N5CCCC5)cc4)n3)cc12,0.08199999999999999,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC968AB20>
190,CHEMBL284763,O=C(O)CNc1cc(-c2ccc(-c3c(Cc4ccccc4)oc4ccccc34)cc2)ccc1OCCc1ccccc1,0.08199999999999999,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC968AB70>
191,CHEMBL324232,O=C(O)[C@@H](Cc1ccccc1)Oc1c(Br)cc(-c2c3ccccc3c(Br)c3oc4ccccc4c23)cc1Br,0.083,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC968ABC0>
192,CHEMBL268903,COC(=O)c1ccc(C(Cc2ccc(C(F)(F)P(=O)(O)O)cc2)(Cc2ccc(C(F)(F)P(=O)(O)O)cc2)n2nnc3ccccc32)cc1,0.084,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC968AC10>
193,CHEMBL211076,Cc1cccc(S(=O)(=O)NC(Cc2ccc(C3CC(=O)NS3(=O)=O)cc2)c2nc3ccccc3[nH]2)c1,0.085,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC968AC60>
