,mol_name,mol_smiles,mol_act,mol_fp
1533,CHEMBL1823962,COc1ccc(/C=C/C(=O)NC(Cc2ccc3cc(OCc4ccccc4F)ccc3c2)C(=O)O)cc1,5.9,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A5940>
1534,CHEMBL201515,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,5.93,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A5990>
1535,CHEMBL3219589,CCOC(=O)COC(=O)/C(C)=C\C(C)=C\c1csc([C@H](Cc2ccc(OCc3ccccc3)cc2)NC(=O)Cc2c[nH]c3ccccc23)n1,5.94,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A59E0>
1536,CHEMBL2414197,COC(=O)/C1=C\C=C(\C(C)C)CC/C(C)=C/CC/C(C)=C/CC1,5.95,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A5A30>
1537,CHEMBL3238204,O=C(Nc1ccc(-c2ccc(NC(=O)c3ccc(F)cc3)cn2)cc1)c1ccc(F)cc1,5.96,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A5A80>
1538,CHEMBL446073,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)CCC(=O)O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,5.97,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A5AD0>
1539,CHEMBL446073,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)CCC(=O)O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,5.97,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A5B20>
1540,CHEMBL446073,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)CCC(=O)O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,5.97,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A5B70>
1541,CHEMBL1162227,NS(=O)(=O)C(F)(F)c1cc(-c2ccc(CSCc3ccc(C(F)(F)S(=O)(=O)O)c(Br)c3)cc2)ccc1Br,6.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A5BC0>
1542,CHEMBL572574,O=C1NC(=O)/C(=C/c2ccc(OCc3ccc(C(F)(F)F)cc3)c(-c3ccccc3)c2)S1,6.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A5C10>
1543,CHEMBL461734,COc1cc(/C=C/c2cc(Br)c(O)c(C(=O)O)c2)ccc1/C=C/c1cc(Br)c(O)c(C(=O)O)c1,6.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A5C60>
1544,CHEMBL1801435,O=C1NC(=O)/C(=C/c2ccc(OS(=O)(=O)c3ccc(Br)cc3)cc2OCc2ccc(C(F)(F)F)cc2)S1,6.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A5CB0>
1545,CHEMBL1778925,COc1cc(O)c(Br)cc1/C=C/C(=O)c1ccc(-n2cccn2)cc1,6.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A5D00>
1546,CHEMBL2436027,O=C(O)c1cccc(NC(=O)c2csc([C@H](Cc3ccc(OCc4ccccc4)cc3)NC(=O)C3CCCCC3)n2)c1,6.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A5D50>
1547,CHEMBL1801409,O=C1NC(=O)/C(=C/c2ccc(OCc3ccc(NC(=O)c4cccc(C(F)(F)F)c4)cc3)cc2OCc2ccc(C(F)(F)F)cc2)S1,6.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A5DA0>
1548,CHEMBL2437367,CC(C)=CCc1cc(C(=O)C2(c3cc(O)c(O)cc3/C=C3\Oc4c(ccc(O)c4CC=C(C)C)C3=O)Oc3cc(O)c(CC=C(C)C)cc3C2=O)ccc1O,6.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A5DF0>
1549,CHEMBL4167930,COc1ccc(OC(=O)CSc2nnc(-c3ccc(O)c(O)c3)o2)cc1,6.02,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A5E40>
1550,CHEMBL4069413,O=C1C[C@H]2Oc3ccc(Cl)cc3[C@@H]3O[C@@]4(C(=O)N(Cc5ccccc5)c5ccccc54)[C@@H](c4ccc(Br)cc4)[C@@]32N1,6.04,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A5E90>
1551,CHEMBL2424708,CC(=O)Nc1ccc(N2N=C3COC(C)(C)C=C3C(C#N)=C2N)cc1,609.5369999999999,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A5EE0>
1552,CHEMBL379000,COC(=O)C(Cc1ccccc1)(Cc1ccc(NS(=O)(=O)O)cc1)C(=O)OC,6.1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A5F30>
1553,CHEMBL3343062,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)/C=C/c6ccccc6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,6.1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A5F80>
1554,CHEMBL1164300,CC1(C)CC(=O)C2=C(C1)NC(c1ccccc1)=CC2c1ccc([N+](=O)[O-])cc1,6.1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A6030>
1555,CHEMBL3632913,O=C(CCn1cc(CN(CC(=O)N(Cc2ccc(C3CCCCC3)cc2)c2ccc(C(=O)O)c(O)c2)S(=O)(=O)c2cccc3cccnc23)nn1)Nc1ccc(C(=O)O)c(O)c1,6.1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A6080>
1556,CHEMBL2424708,CC(=O)Nc1ccc(N2N=C3COC(C)(C)C=C3C(C#N)=C2N)cc1,6.1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A60D0>
1557,CHEMBL4060736,COc1cccc2c1O[C@@H]1CC(=O)N[C@]13[C@H]2O[C@@]1(C(=O)N(Cc2ccccc2)c2ccccc21)[C@H]3c1ccc(Br)cc1,6.19,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A6120>
1558,CHEMBL2424703,COc1ccccc1N1N=C2COC(C)(C)C=C2C(C#N)=C1N,619.441,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A6170>
1559,CHEMBL2424703,COc1ccccc1N1N=C2COC(C)(C)C=C2C(C#N)=C1N,6.2,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A61C0>
1560,CHEMBL1778913,COc1cc(O)c(Br)cc1/C=C/C(=O)c1ccc(N)cc1,6.2,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A6210>
1561,CHEMBL1935616,CC(C)(C)N.CCC(O)/C=C/C(=O)N1Cc2cc(OCCc3nc(/C=C/CCC(C)C)oc3C)ccc2C[C@H]1C(=O)O,6.2,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A6260>
1562,CHEMBL1829864,CN(CC(=O)N(Cc1ccc(C2CCCCC2)cc1)c1ccc(C(=O)O)c(O)c1)S(=O)(=O)c1cccc2cccnc12,6.2,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A62B0>
1563,CHEMBL493122,O=C(O)c1cccc(-c2ccc(Cc3c(-c4ccc(O)cc4)oc4cc(O)ccc4c3=O)cc2)c1,6.2,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A6300>
1564,CHEMBL63677,O=c1cc(-c2ccc(O)c(-c3c(O)cc4oc(-c5ccc(O)cc5)cc(=O)c4c3O)c2)oc2cc(O)cc(O)c12,6.2,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A6350>
1565,CHEMBL96952,Nc1nc(N)c2nc(CN3CCN(Cc4ccccc4)CC3)nnc2n1,6.2,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A63A0>
1566,CHEMBL2206756,O=C1N=C(NCCCCCCCCCNC2=NC(=O)/C(=C/c3ccc(O)cc3)S2)S/C1=C\c1ccc(O)cc1,6.2,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A63F0>
1567,CHEMBL1829864,CN(CC(=O)N(Cc1ccc(C2CCCCC2)cc1)c1ccc(C(=O)O)c(O)c1)S(=O)(=O)c1cccc2cccnc12,6.2,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A6440>
1568,CHEMBL4166697,Oc1ccc(-c2ncc(-c3ccc(Oc4ccc(-c5ccccc5)cc4)cc3)o2)cc1O,6.25,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A6490>
1569,CHEMBL2316905,O=C(O)c1cc2c(C#Cc3cccc(Cl)c3)c(-c3ccccc3)oc2cc1O,6.3,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A64E0>
1570,CHEMBL1164073,CC1(C)CC(=O)C2=C(C1)NC(c1ccccc1)=CC2c1ccc(Cl)cc1,6.3,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A6530>
1571,CHEMBL1778918,COc1cc(O)c(Br)cc1/C=C/C(=O)c1cc2c(cc1N(C)C)OCO2,6.3,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A6580>
1572,CHEMBL2086414,C=C1CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]2[C@H]1C,6.3,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A65D0>
1573,CHEMBL3781453,C=C1CC[C@H]2[C@@](C)(NC(N)=O)CCC[C@]2(C)[C@H]1CC[C@H](C)CCO,6.3,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A6620>
1574,CHEMBL470654,COC(=O)/C1=C/C=C(/C(C)C)CCC2=CCC[C@](C)(OC2=O)C(=O)CC1,6.33,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A6670>
1575,CHEMBL4098471,COC(=O)c1scc(-c2ccc(NC(=O)c3cccc(OC(F)(F)F)c3)cc2)c1OC,6.37,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A66C0>
1576,CHEMBL1631841,CC1(C)CC[C@]2(COC(=O)CCCC(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,6.39,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A6710>
1577,CHEMBL1087148,CC(C)=CCc1c(O)ccc2c1OC[C@H]1c3ccc4c(c3O[C@@H]21)OC(C)(C)C=C4,6.4,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A6760>
1578,CHEMBL415772,CC(C)C[C@H](CC(=O)[C@H](Cc1ccc(OCC(=O)O)cc1)NC(=O)[C@H](CCC(=O)OCc1ccccc1)NC(=O)CCc1c2ccccc2cc2ccccc12)C(N)=O,6.4,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A67B0>
1579,CHEMBL3310454,C=CCc1cc(/C=C2\SC(=O)N(C(C)C)C2=O)c(OC)cc1O,6.4,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A6800>
1580,CHEMBL3317596,CCOC(=O)c1c(N)sc(/N=C/c2ccc([N+](=O)[O-])cc2)c1C(=O)OCC,6.43,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A6850>
1581,CHEMBL3235604,CC1=CC(C)(C)N=C2C[C@]3(C)C(=O)C(C)(C)N=C3C(C)=C12,6.44,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A68A0>
1582,CHEMBL1823964,Cc1ccc(/C=C/C(=O)NC(Cc2ccc3cc(OCc4ccccc4F)ccc3c2)C(=O)O)cc1,6.48,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A68F0>
1583,CHEMBL4082611,COc1ccc2c(c1)[C@@H]1O[C@@]3(C(=O)N(Cc4ccccc4)c4ccccc43)[C@@H](c3ccc(Br)cc3)[C@@]13NC(=O)C[C@H]3O2,6.48,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A6940>
1584,CHEMBL235804,O=C(O)c1ccc(CN2C(=O)S/C(=C\c3ccc4ccccc4c3)C2=O)cc1,6.5,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A6990>
1585,CHEMBL3919081,C=C1CCC[C@@H]2[C@]1(C)CC[C@H](C)[C@@]2(C)Cc1cc(O)ccc1OC(C)=O,6.5,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A69E0>
1586,CHEMBL3754629,COc1ccc(CCC(=O)C2=C(O)C(CC=C(C)C)=C3OC(C)(C)C=CC3(CC=C(C)C)C2=O)cc1,6.5,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A6A30>
1587,CHEMBL3234643,CC1(C)CC[C@]2(C(=O)O[C@@H]3O[C@H](CNC(=O)c4ccccc4C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,6.53,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A6A80>
1588,CHEMBL3317599,CCOC(=O)c1c(N)sc(/N=C/c2ccc(Br)cc2)c1C(=O)OCC,6.54,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A6AD0>
1589,CHEMBL1823749,O=C(NC(Cc1ccc2cc(OCc3ccccc3F)ccc2c1)C(=O)O)c1ccccc1,6.55,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A6B20>
1590,CHEMBL3402404,COc1ccc(C(=O)OCCCCC#Cc2ccc(C(=O)OC3CSSC3)cc2)cc1,6.55,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A6B70>
1591,CHEMBL1163220,CC(C)=C[C@@H]1C[C@](O)([C@H]2CC[C@@H]3[C@@H]2CC[C@H]2[C@@]3(C)CC[C@H]3C(C)(C)C(NCc4ccc([N+](=O)[O-])cc4)CC[C@]23C)C(=O)O1,6.58,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A6BC0>
1592,CHEMBL3310445,CCCCOc1cc(OC)c(/C=C2\SC(=O)N(Cc3ccccc3)C2=O)cc1Br,6.6,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A6C10>
1593,CHEMBL3628463,O=C1/C(=C\c2ccc(OCc3ccc(Cl)cc3Cl)cc2)N(Cc2ccc(Cl)cc2Cl)C(=O)N1Cc1ccc(Cl)cc1Cl,6.6,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A6C60>
1594,CHEMBL3985776,O=C(COc1ccc2cc(C(O)(C(F)(F)F)C(F)(F)F)c(O)cc2c1)N1c2ccccc2Sc2ccccc21,6.6,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A6CB0>
1595,CHEMBL8660,O=C(O)c1ccc(CC(Cc2ccc(C(F)(F)P(=O)(O)O)cc2)(C(=O)c2ccccc2)c2ccccc2)cc1,6.63,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A6D00>
1596,CHEMBL1946247,O=P(O)(O)[C@H](Nc1ccc(O)cc1)c1ccccc1O,6.64,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A6D50>
1597,CHEMBL4064443,COC(=O)C[C@H]1Oc2ccc(OC)cc2[C@@H]2O[C@@]3(C(=O)N(Cc4ccccc4)c4ccccc43)[C@@H](c3ccc(Br)cc3)[C@@]21[N+](=O)[O-],6.67,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A6DA0>
1598,CHEMBL598217,CC(C)OC(=O)c1c(-c2ccc(-c3ccccc3)cc2)csc1NC(=O)C1C2C=CC(C2)C1C(=O)O,6.7,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A6DF0>
1599,CHEMBL1822607,CO[C@H]1O[C@H](COCc2cn(CCCCCOc3ccc(O)c(C(=O)O)c3)nn2)[C@@H](OC(=O)c2ccccc2)[C@H](OC(=O)c2ccccc2)[C@H]1OC(=O)c1ccccc1,6.7,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A6E40>
1600,CHEMBL2316902,O=C(O)c1cc2c(C#Cc3cccc(C(F)(F)F)c3)c(-c3ccccc3)oc2cc1O,6.7,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A6E90>
1601,CHEMBL517216,CC1=CCC[C@H]2[C@@H](C)[C@@](C)(CC3=C(O)C(=O)C=C(NCCS(=O)(=O)O)C3=O)CC[C@]12C,6.7,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A6EE0>
1602,CHEMBL2208253,Cc1ccc2c(c1)C(=O)C(=O)N2Cc1ccc(/C=C2/C(=O)Nc3ccccc32)o1,6.71,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A6F30>
1603,CHEMBL1783790,COc1ccc(-c2cc(-c3ccccc3)no2)c(OCC(O)CN2CCCCC2)c1,6.8,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A6F80>
1604,CHEMBL2063149,CC(C)[C@@H]1C[C@@H](O)[C@H]2[C@@]1(CO)CC[C@@]1(C)[C@H]3C(=CC[C@]21C)C1=C(C[C@@H]3O)C(C)(C)[C@@H](O)CC1,6.8,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A7030>
1605,CHEMBL371083,O=C(O)COc1ccc(S(=O)(=O)N(CC(=O)N2CCCCC2)Cc2ccc(C(F)(F)P(=O)(O)O)cc2)cc1,6.8,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A7080>
1606,CHEMBL1778923,COc1cc(O)c(Br)cc1/C=C/C(=O)c1ccccc1N1CCCCC1,6.8,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A70D0>
1607,CHEMBL2063151,CC(C)[C@@H]1CC(=O)[C@H]2[C@@]1(CO)CC[C@@]1(C)[C@H]3C(=CC[C@]21C)C1=C(C[C@@H]3O)C(C)(C)[C@@H](O)CC1,6.8,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A7120>
1608,CHEMBL603479,CC(C)OC(=O)c1c(-c2ccc(-c3ccc(Cl)cc3)cc2)csc1NC(=O)C1C2C=CC(C2)C1C(=O)O,6.8,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A7170>
1609,CHEMBL1778914,COc1cc(O)c(Br)cc1/C=C/C(=O)c1cccc(N)c1,6.8,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A71C0>
1610,CHEMBL3628481,COC(=O)CN1C(=O)/C(=C\c2ccc(OCc3ccc(C(=O)OC)cc3)cc2)N(Cc2ccccc2)C1=O,6.8,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A7210>
1611,CHEMBL2063152,CC(C)[C@@H]1C[C@@H](O)[C@H]2[C@@]1(CO)CC[C@@]1(C)[C@H]3C(=CC[C@]21C)C1=C(C[C@@H]3O)[C@](C)(CO)[C@@H](O)CC1,6.8,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A7260>
1612,CHEMBL2063150,CC(C)[C@@H]1[C@H](O)[C@@H](O)[C@H]2[C@@]1(CO)CC[C@@]1(C)[C@H]3C(=CC[C@]21C)C1=C(C[C@@H]3O)C(C)(C)[C@@H](O)CC1,6.8,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A72B0>
1613,CHEMBL1081157,CC1(C)CC[C@]2(C)CC[C@]3(C(=O)O)C(=CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,6.8,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A7300>
1614,CHEMBL2063153,CC(C)[C@@H]1C[C@@H](O)[C@H]2[C@@]1(CO)CC[C@@]1(C)[C@H]3C(=CC[C@]21C)C1=CC[C@H](O)C(C)(C)[C@H]1C[C@@H]3O,6.8,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A7350>
1615,CHEMBL4083453,COC(=O)/C=C/Oc1c(OC)cccc1[C@@H]1O[C@@]2(C(=O)N(Cc3ccccc3)c3ccccc32)[C@@H](c2ccc(C)cc2)[C@@H]1[N+](=O)[O-],6.8,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A73A0>
1616,CHEMBL3780639,C=C1CC[C@H]2[C@@](C)(NC(N)=O)CCC[C@]2(C)[C@H]1CC[C@H](C)CNC(N)=O,6.8,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A73F0>
1617,CHEMBL1232829,CCc1oc2cc(S(=O)(=O)Nc3ccc(S(=O)(=O)Nc4nccs4)cc3)ccc2c1C(=O)c1cc(Br)c(O)c(Br)c1,6.81,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A7440>
1618,CHEMBL550291,CCCCCc1cc(O)cc(O)c1Oc1cc(OC)cc2c1C(=O)OC2(CCCC)OC,6.86,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A7490>
1619,CHEMBL1783788,CCN(CC)CC(O)COc1cc(OC)ccc1-c1cc(-c2ccccc2)no1,6.89,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A74E0>
1620,CHEMBL424840,O=C(c1ccc(O)cc1)N(Cc1ccc(-c2csnn2)cc1)Cc1ccc(C(F)(F)P(=O)(O)O)cc1,6.9,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A7530>
1621,CHEMBL1778931,C=C(C)C(C)c1cc(C(=O)/C=C/c2cc(Br)c(O)cc2OC)ccc1O,6.9,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A7580>
1622,CHEMBL117869,COC(=O)c1c(O)cccc1OC/C=C/c1ccc(F)c(-c2cc(C(=O)O)no2)c1,6.9,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A75D0>
1623,CHEMBL4163256,COc1ccc(Oc2ccc(-c3cnc(-c4ccc(O)c(O)c4)o3)cc2)cc1,6.92,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A7620>
1624,CHEMBL2424696,CCCCc1ccc(N2N=C3COC(C)(C)C=C3C(C#N)=C2N)cc1,699.842,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A7670>
1625,CHEMBL1779053,C=C(C)C(C)c1cc(C(=O)/C=C/c2cc(Br)c(O)cc2OC)ccc1OCC=C(C)C,7.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A76C0>
1626,CHEMBL3609375,CC(C)c1ccc(NC(=O)C(=O)Nc2ccc(NC(=O)C(c3ccccc3)S(=O)(=O)O)cc2)cc1,7.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A7710>
1627,CHEMBL1667959,O=C(O)[C@H](Cc1ccccc1)n1cc(CO[C@@H]2O[C@H](COCc3ccccc3)[C@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@H]2OCc2ccccc2)nn1,7.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A7760>
1628,CHEMBL199124,O=[N+]([O-])c1ccccc1S(=O)(=O)N(Cc1ccccc1)Cc1ccc(C(F)(F)P(=O)(O)O)cc1,7.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A77B0>
1629,CHEMBL2424696,CCCCc1ccc(N2N=C3COC(C)(C)C=C3C(C#N)=C2N)cc1,7.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A7800>
1630,CHEMBL3782051,C=C1CC[C@H]2[C@@](C)(NC(N)=O)CCC[C@]2(C)[C@H]1CC[C@H](C)C/C=N/OC(C)=O,7.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A7850>
1631,CHEMBL391533,C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O)CC[C@H]1C,7.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A78A0>
1632,CHEMBL3220994,CC12C=CC(O1)C1C(=O)N(c3ccc(S(=O)(=O)N/N=C/c4ccccc4)cc3)C(=O)C12,7.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A78F0>
1633,CHEMBL4214309,CC(C)=CCC/C(C)=C/COc1cc2oc3ccc(O)cc3c(=O)c2c(O)c1CC=C(C)C,7.05,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A7940>
1634,CHEMBL4090444,COc1cccc2c1O[C@@H]1CC(=O)N[C@]13[C@H]2O[C@@]1(C(=O)N(Cc2ccccc2)c2ccccc21)[C@H]3c1ccc(C)cc1,7.07,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A7990>
1635,CHEMBL1778929,C=CCc1cc(C(=O)/C=C/c2cc(Br)c(O)cc2OC)ccc1O,7.1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A79E0>
1636,CHEMBL2373418,CC(C)CC(=O)OC[C@H]1C[C@@]23CCC4[C@@](C)(CCC[C@@]4(C)C(=O)O)C2CC[C@@H]1C3,7.1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A7A30>
1637,CHEMBL1795951,C[C@H](OCc1cn([C@@H]2O[C@H](COCc3ccccc3)[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@H]2OCc2ccccc2)nn1)[C@H](NC(=O)OC(C)(C)C)C(=O)O,7.1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A7A80>
1638,CHEMBL4097088,O=C(O)c1ccc(CN2C(=O)/C(=C/c3cccc(Oc4ccccc4)c3)SC2=S)cc1,7.1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96A7AD0>
